title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Häufigkeit und Einflussfaktoren auf frühe STadien A und B der Herzinsuffizienz in der Bevölkerung (STAAB) – COVID-Programm,Lokal/Regional,Bayern,Würzburg,,,,,,Würzburg,Deutsches Zentrum für Herzinsuffizienz,"Universität Würzburg, Institut für Klinische Epidemiologie und Biometrie",Universität Würzburg,,,,,,"Institut für Klinische Epidemiologie und Biometrie Würzburg, Deutsches Zentrum für Herzinsuffizienz",,https://www.ukw.de/behandlungszentren/dzhi/ambulante-behandlung/staab-covid-programm/,Quer- und selektiver Längsschnitt,Wohnbevölkerung,Bereits in die STAAB-Kohorte eingeschlossene Teilnehmende,Allgemeinbevölkerung,Erwachsene,87,32,Kohortenstichprobe - Ziehung aus Kohortenstudie der Allgemeinbevökerung,Teilnehmende,3000,2020-06-15,2020-10-15,https://www.uni-wuerzburg.de/aktuelles/einblick/single/news/ergebnisse-aus-staab-covid/,https://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1630-7601.pdf,,,,Bereits in die STAAB-Kohorte eingeschlossene Teilnehmende,https://doi.org/10.1055/a-1630-7601,2021-10-12,Peer-reviewed Publikation,Vollblut,anti Nucleocapsid,Gesamt Ig-Antikörper,Elektrochemolumineszenz (ECL)-Immunassay; LIPS,ROCHE N,,,,,,,ROCHE N,Adjustiert für Test-Güte und bevölkerungsgewichtet,0.995,0.998,0.011,0.007,0.015,,2021-11-01,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,56,34,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,400,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.096,0.066,0.126,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,56,34,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,300,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Dresden für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.091,0.058,0.127,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,56,34,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,100,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Bautzen für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.137,0.068,0.219,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,17,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1600,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.128,0.113,0.146,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,17,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1400,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Dresden für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.112,0.096,0.129,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,17,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,200,2021-03-15,2021-04-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Bautzen für den Zeitraum März bis April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.25,0.184,0.316,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,59,35,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,50,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.304,0.174,0.435,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,59,35,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,100,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Dresden für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.222,0.111,0.333,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,59,35,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,5,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Bautzen für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.333,0,0.667,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,16,13,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,800,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.215,0.188,0.244,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,16,13,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,700,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Dresden für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.2,0.17,0.233,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Schülerinnen und Schüler der Klassen 8-11,Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,16,13,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,100,2021-06-15,2021-07-15,,,,,,Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11 in ausgewählten Schulen in Bautzen für den Zeitraum Juni bis Juli 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.293,0.218,0.376,,2022-04-05,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen, Schüler der Klassen 8-11 sowie Lehrkräfte",Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Mehrere,57,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2045,2020-05-25,2020-06-30,,,,,,"Seroprävalenz von Schülerinnen und Schülern der Klassen 8-11, sowie deren Lehrkräften in ausgewählten Schulen in Sachsen für den Zeitraum Mai bis Juni 2020",http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.006,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,"Universitätsklinikum Carl Gustav Carus, an der Technischen Universität Dresden",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen, Schüler der Klassen 8-11 ",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,16,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1538,2020-05-25,2020-06-30,,,,,,Serorprävalenz von Schüler und Schülerinnen der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum Mai bis Juni 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,N/A,,,,,,,N/A,Nicht adjustiert,,,0.007,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,"Universitätsklinikum Carl Gustav Carus, an der Technischen Universität Dresden",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,57,37,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,500,2020-05-25,2020-06-30,,,,,,Seroprävalenz der Lehrkräfte der Klassen 8-11 in ausgewählten Schulen in Sachsen für den Zeitraum Mai bis Juni 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.002,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen, Schüler der Klassen 8-11 sowie Lehrkräfte ",Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Mehrere,57,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1800,2020-09-15,2020-10-13,,,,,,"Seroprävalenz von Schülern und Schülerinnen der Klassen 8-11, sowie deren Lehrkräften in ausgewählten Schulen in Sachsen, September bis Oktober 2020",http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.007,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen, Schüler der Klassen 8-11 ",Allgemeinbevölkerung,Kinder/Jugendliche ≤ 18Jahre,16,14,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1300,2020-09-15,2020-10-13,,,,,,"Seroprävalenz von Schülern und Schülerinnen der Klassen 8-11 in ausgewählten Schulen in Sachsen, September bis Oktober 2020",http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,N/A,,,,,,,N/A,Nicht adjustiert,,,0.008,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte",Lehrkräfte der Klassen 8-11,Besondere Bevölkerungsgruppen,Erwachsene,57,37,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1800,2020-09-15,2020-10-13,,,,,,"Seroprävalenz von Lehrkräften der Klassen 8-11 in ausgewählten Schulen in Sachsen, September bis Oktober 2020",http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,Vollblut,Mehrere,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.002,,,,2021-10-17,
Prospektive Erfassung der SARS-CoV-2 Seropositivität bei Schulkindern (SchoolCoviDD19),Lokal/Regional,Sachsen,Ostsachsen,,,,,,Ostsachsen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Wiederholte Querschnitte,"Schule, Kindertagesstätte","Schülerinnen, Schüler der Klassen 8-11 sowie Lehrkräfte",Allgemeinbevölkerung und besondere Bevölkerungsgruppen,Mehrere,59,13,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,2000,2020-05-25,2021-07-15,https://dx.doi.org/10.1136/bmjopen-2021-049876,https://tu-dresden.de/med/mf/die-fakultaet/newsuebersicht/schulen-sind-keine-silent-hotspots,http://dx.doi.org/10.1136/bmjpo-2021-001036,https://doi.org/10.1007/s15010-022-01824-9,,,,,,,,,,,,,,,,,,,,,,,,,,
Infektionsrate von SARS-CoV-2 (Covid-19) bei medizinischem Personal in der Hausarztpraxis in NRW,Lokal/Regional,Nordrhein-Westfalen,Nordrhein-Westfalen,,,,,,Nordrhein-Westfalen,Institut für Allgemeinmedizin des Universitätsklinikums Essen,,,,,,,,Institut für Allgemeinmedizin des Universitätsklinikums Essen,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00021788,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,"Medizinisches Personal (Ärztinnen, Ärzte, Medizinische Fachangestellte, Auszubildende) aus mehr als 180 Praxen (bestehendes überregionales Lehrpraxennetz des Instituts für Allgemeinmedizin der Uniklinik Essen)",Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,900,2020-06-10,,https://dx.doi.org/10.1002/jmv.27385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prävalenz von SARS-CoV-2 Infektion im Personal des Pius-Hospital Oldenburg durch Testung auf Serumantikörper - COVID-19 (Co-KI-Ak),Lokal/Regional,Niedersachsen,Oldenburg,,,,,,Oldenburg,Pius-Hospital Oldenburg,,,,,,,,Pius-Hospital Oldenburg,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022259,,Längsschnitt/Prospektive Kohortenstudie,Gesundheitspersonal (HCW) und Pflegende,Mitarbeitende aus allen Berufsgruppen des Klinikums,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,1300,2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erhebung der Seroprävalenz und des Infektionsstatus von SARS-CoV-2 bei Mitarbeitern des Universitätsklinikums Jena (Co-HCW),Lokal/Regional,Thüringen,Jena,,,,,,Jena,"Universitätsklinikum Jena, Institut für Infektionsmedizin und Krankenhaushygiene",Universitätsklinikum Jena,,,,,,,"Institut für Infektionsmedizin und Krankenhaushygiene, Universitätsklinikum Jena",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022432,,Querschnitt,Gesundheitspersonal (HCW) und Pflegende,Beschäftigte des Universitätsklinikums Jena,Besondere Bevölkerungsgruppen,Erwachsene,,18,Nicht-zufällige Ziehung/convenience sample,Teilnehmende,700,2020-05-19,2020-06-19,https://doi.org/10.1101/2020.09.29.20203737,https://dx.doi.org/10.1111/tbed.14041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
