title,scope_regionality,region,location_1,location_2,location_3,location_4,location_5,location_6,location_raw,organisation_1,organisation_2,organisation_3,organisation_4,organisation_5,organisation_6,organisation_7,organisation_8,organisation_raw,registry_url,information_url,type,subject_frame,subject_information,scope_population,scope_age,age_max,age_min,sample_design,sample_analysis_unit,sample_size_obtained,sample_size_rounded,start_date,end_date,resource_url_1,resource_url_2,resource_url_3,resource_url_4,resource_url_5,results_seroprevalence_information,results_publication_url,results_publication_date,results_publication_type,analysis_data_source,analysis_target,analysis_isotype,analysis_test,analysis_test_manufacturer_1,analysis_test_manufacturer_2,analysis_test_manufacturer_3,analysis_test_manufacturer_4,analysis_test_manufacturer_5,analysis_test_manufacturer_6,analysis_test_manufacturer_7,analysis_test_manufacturer_raw,results_seroprevalence_adjustment,results_seroprevalence_sensitivity,results_seroprevalence_specificity,results_seroprevalence_positive,results_seroprevalence_positive_95pct_lower,results_seroprevalence_positive_95pct_upper,record_created,record_modified,results_underreporting
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,56,34,Convenience sample,Participants,364,400,2021-03-15,2021-04-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Saxony for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.096,0.066,0.126,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,56,34,Convenience sample,Participants,275,300,2021-03-15,2021-04-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Dresden for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.091,0.058,0.127,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,56,34,Convenience sample,Participants,73,100,2021-03-15,2021-04-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Bautzen for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.137,0.068,0.219,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,17,14,Convenience sample,Participants,1580,1600,2021-03-15,2021-04-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Saxony for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.128,0.113,0.146,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,17,14,Convenience sample,Participants,1369,1400,2021-03-15,2021-04-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Dresden for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.112,0.096,0.129,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,17,14,Convenience sample,Participants,196,200,2021-03-15,2021-04-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Bautzen for the period of March to April 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.25,0.184,0.316,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,59,35,Convenience sample,Participants,46,50,2021-06-15,2021-07-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Saxony for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.304,0.174,0.435,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,59,35,Convenience sample,Participants,54,100,2021-06-15,2021-07-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Dresden for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.222,0.111,0.333,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,59,35,Convenience sample,Participants,6,5,2021-06-15,2021-07-15,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Bautzen for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.333,0,0.667,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,16,13,Convenience sample,Participants,841,800,2021-06-15,2021-07-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Saxony for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.215,0.188,0.244,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Dresden,,,,,,Dresden,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,16,13,Convenience sample,Participants,670,700,2021-06-15,2021-07-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Dresden for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.2,0.17,0.233,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Bautzen,,,,,,Bautzen,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,16,13,Convenience sample,Participants,133,100,2021-06-15,2021-07-15,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Bautzen for the period of June to July 2021,https://doi.org/10.1007/s15010-022-01824-9,2022-04-23,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.293,0.218,0.376,,2022-04-05,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11 and teachers,General population and selected population groups,Multiple,57,14,Convenience sample,Participants,2045,2045,2020-05-25,2020-06-30,,,,,,Seroprevalence of students and teachers of the classes 8-11 in selected schools in Saxony for the period of May to June 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.006,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,"Universitätsklinikum Carl Gustav Carus, an der Technischen Universität Dresden",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,Repeated cross-sectional,"School, Kindergarten/Daycare","Students of the grades 8-11 ",General population,Children/adolescents ≤18 years,16,14,Convenience sample,Participants,1538,1538,2020-05-25,2020-06-30,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Saxony for the period of May to June 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,N/A,,,,,,,N/A,Not adjusted,,,0.007,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,"Universitätsklinikum Carl Gustav Carus, an der Technischen Universität Dresden",https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,57,37,Convenience sample,Participants,507,500,2020-05-25,2020-06-30,,,,,,Seroprevalence among teachers of the grades 8-11 in selected schools in Saxony for the period of May to June 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,DIASORIN,ABBOTT,EUROIMMUN,,,,,"DIASORIN, ABBOTT, EUROIMMUN",,,,0.002,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11 and teachers,General population and selected population groups,Multiple,57,14,Convenience sample,Participants,1779,1800,2020-09-15,2020-10-13,,,,,,Seroprevalence of students and teachers of the classes 8-11 in selected schools in Saxony for the period of September to October 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.007,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11,General population,Children/adolescents ≤18 years,16,14,Convenience sample,Participants,1334,1300,2020-09-15,2020-10-13,,,,,,Seroprevalence of students of the classes 8-11 in selected schools in Saxony for the period of September to October 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,N/A,,,,,,,N/A,Not adjusted,,,0.008,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Teachers of the grades 8-11,Selected population groups,Adults,57,37,Convenience sample,Participants,1779,1800,2020-09-15,2020-10-13,,,,,,Seroprevalence of teachers for the classes 8-11 in selected schools in Saxony for the period of September to October 2020,http://dx.doi.org/10.1136/bmjopen-2021-049876,2021-06-10,Peer-reviewed Publikation,whole blood,multiple,IgG,Mehrere/andere,N/A,,,,,,,N/A,,,,0.002,,,,2021-10-17,
Prospective SARS-CoV-2 seroprevalence study of schoolchildren after the lockdown March 2020 (SchoolCoviDD19),Local/Regional,Saxony,Saxony,,,,,,Eastern Saxony,Technische Universität Dresden,,,,,,,,Universitätsklinikum Carl Gustav Carus an der Technischen Universität Dresden,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00022455,,Repeated cross-sectional,"School, Kindergarten/Daycare",Students of the grades 8-11 and teachers,General population and selected population groups,Multiple,59,13,Convenience sample,Participants,2045,2000,2020-05-25,2021-07-15,https://dx.doi.org/10.1136/bmjopen-2021-049876,https://tu-dresden.de/med/mf/die-fakultaet/newsuebersicht/schulen-sind-keine-silent-hotspots,http://dx.doi.org/10.1136/bmjpo-2021-001036,https://doi.org/10.1007/s15010-022-01824-9,,,,,,,,,,,,,,,,,,,,,,,,,,
Infection rate of Covid-19 among medical staff in GP practices in North Rhine-Westphalia (Germany),Local/Regional,North Rhine-Westphalia,North Rhine-Westphalia,,,,,,North Rhine-Westphalia,Universitätsklinikum Essen,,,,,,,,Institut für Allgemeinmedizin des Universitätsklinikums Essen,https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00021788,,Cross sectional,Healthcare workers and caregivers,"Medical staff (physicians, medical assistants, trainees) from more than 180 practices (existing supraregional teaching practice network of the Institute of General Medicine at Essen University Hospital)",Selected population groups,Adults,,18,Convenience sample,Participants,,900,2020-06-10,,https://dx.doi.org/10.1002/jmv.27385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
